,tg_th,tg_ph,tg_p,tg_vz,sieve_r,gem_r,r_prime,gem_ph,phi_prime,phi_local
14052,0.0108624,-0.44981,6599.77,-3875.5,43.0243,777.105,0.0537187,5.85293,0.000312722,0.0185464
14053,0.0105469,-0.412904,6599.78,-3875.5,42.0062,780.047,0.0542484,5.87359,3.48432e-05,0.0391994
14054,0.010589,-0.430346,6599.78,-3875.5,42.4626,779.107,0.0545863,5.86337,0.00033634,0.0289837
14055,0.0107841,-0.445271,6599.77,-3875.5,43.2328,776.536,0.053684,5.85315,0.000374102,0.0187662
14056,0.0106804,-0.428672,6599.78,-3875.5,42.7855,777.882,0.0540307,5.86516,0.000102456,0.0307734
14057,0.0106002,-0.492304,6599.78,-3875.5,42.187,779.892,0.0542963,5.80271,-0.000186961,-0.0316774
14058,0.0102637,-0.431891,6599.8,-3875.5,41.325,782.144,0.0547085,5.85284,0.000193712,0.0184512
14059,0.0106522,-0.466466,6599.78,-3875.5,42.407,778.967,0.054212,5.8207,-0.000174356,-0.0136875
14060,0.0103623,-0.53232,6599.79,-3875.5,41.2445,782.53,0.0549553,5.80964,-0.000224192,-0.0247495
14061,0.0104208,-0.496967,6599.79,-3875.5,41.5073,781.98,0.054966,5.80538,-0.000247638,-0.0290082
14062,0.0105319,-0.448918,6599.78,-3875.5,42.1474,779.661,0.0543382,5.83972,8.14365e-05,0.0053305
